State,Year,Gender,Race,Age,Education,Current_Consumption,Previous_Year_Consumption,Percent_Consumption_Change
District of Columbia,2015,Overall,All Races,Age 25 and Older,< 12th Grade,27.7,36.4,-23.901098901098898
District of Columbia,2015,Overall,All Races,Age 25 and Older,> 12th Grade,11.9,11.5,3.4782608695652204
District of Columbia,2015,Overall,All Races,All Ages,All Grades,16.0,16.4,-2.439024390243894
District of Columbia,2015,Overall,American Indian/Alaska Native,All Ages,All Grades,,,
District of Columbia,2015,Overall,Asian/Pacific Islander,All Ages,All Grades,3.4,3.0,13.33333333333333
District of Columbia,2015,Overall,Hispanic,All Ages,All Grades,13.3,10.8,23.148148148148145
District of Columbia,2015,Overall,White,All Ages,All Grades,7.0,7.3,-4.109589041095888
Florida,2015,Female,All Races,18 to 44 Years,All Grades,15.1,18.2,-17.03296703296703
Florida,2015,Female,All Races,All Ages,All Grades,14.3,15.5,-7.7419354838709635
Florida,2015,Male,All Races,All Ages,All Grades,17.4,20.0,-13.000000000000005
Florida,2015,Overall,African American,All Ages,All Grades,14.0,15.1,-7.284768211920528
Florida,2015,Overall,All Races,18 to 24 Years,All Grades,11.2,16.9,-33.72781065088757
Florida,2015,Overall,All Races,25 to 44 Years,All Grades,19.6,22.8,-14.035087719298243
Florida,2015,Overall,All Races,45 to 64 Years,All Grades,19.5,20.6,-5.339805825242725
Florida,2015,Overall,All Races,65 Years and Older,All Grades,8.4,7.4,13.513513513513512
Florida,2015,Overall,All Races,Age 20 and Older,12th Grade,20.5,23.1,-11.255411255411259
Florida,2015,Overall,All Races,Age 20 and Older,< 12th Grade,23.6,32.1,-26.479750778816197
Florida,2015,Overall,All Races,Age 20 and Older,> 12th Grade,12.3,11.8,4.23728813559322
Florida,2015,Overall,All Races,Age 25 and Older,12th Grade,20.6,22.5,-8.444444444444438
Florida,2015,Overall,All Races,Age 25 and Older,< 12th Grade,23.3,31.0,-24.838709677419352
Florida,2015,Overall,All Races,Age 25 and Older,> 12th Grade,12.6,12.0,4.999999999999997
Florida,2015,Overall,All Races,All Ages,All Grades,15.8,17.6,-10.22727272727273
Florida,2015,Overall,American Indian/Alaska Native,All Ages,All Grades,31.0,,
Florida,2015,Overall,Asian/Pacific Islander,All Ages,All Grades,10.1,9.1,10.989010989010989
Florida,2015,Overall,Hispanic,All Ages,All Grades,13.0,15.3,-15.032679738562095
Florida,2015,Overall,White,All Ages,All Grades,17.4,18.9,-7.936507936507937
Georgia,2015,Female,All Races,18 to 44 Years,All Grades,14.8,14.5,2.0689655172413843
Georgia,2015,Female,All Races,All Ages,All Grades,15.5,13.6,13.97058823529412
Georgia,2015,Male,All Races,All Ages,All Grades,20.0,21.4,-6.542056074766349
Georgia,2015,Overall,African American,All Ages,All Grades,17.2,14.6,17.808219178082187
Georgia,2015,Overall,All Races,18 to 24 Years,All Grades,10.5,16.4,-35.975609756097555
Georgia,2015,Overall,All Races,25 to 44 Years,All Grades,20.7,20.8,-0.4807692307692376
Georgia,2015,Overall,All Races,45 to 64 Years,All Grades,21.3,18.7,13.903743315508027
Georgia,2015,Overall,All Races,65 Years and Older,All Grades,10.2,8.1,25.925925925925924
Georgia,2015,Overall,All Races,Age 20 and Older,12th Grade,22.1,22.1,0.0
Georgia,2015,Overall,All Races,Age 20 and Older,< 12th Grade,26.5,32.5,-18.46153846153846
Georgia,2015,Overall,All Races,Age 20 and Older,> 12th Grade,13.8,11.8,16.94915254237288
Georgia,2015,Overall,All Races,Age 25 and Older,12th Grade,22.6,22.4,0.8928571428571556
Georgia,2015,Overall,All Races,Age 25 and Older,< 12th Grade,27.0,30.3,-10.891089108910892
Georgia,2015,Overall,All Races,Age 25 and Older,> 12th Grade,14.8,11.6,27.586206896551733
Georgia,2015,Overall,All Races,All Ages,All Grades,17.7,17.4,1.724137931034487
Georgia,2015,Overall,American Indian/Alaska Native,All Ages,All Grades,,,
Georgia,2015,Overall,Asian/Pacific Islander,All Ages,All Grades,4.7,5.1,-7.84313725490195
Georgia,2015,Overall,Hispanic,All Ages,All Grades,6.5,15.6,-58.333333333333336
Georgia,2015,Overall,White,All Ages,All Grades,19.1,19.3,-1.0362694300518098
Guam,2015,Female,All Races,18 to 44 Years,All Grades,22.2,26.3,-15.589353612167304
Guam,2015,Female,All Races,All Ages,All Grades,22.3,24.2,-7.851239669421482
Guam,2015,Male,All Races,All Ages,All Grades,32.5,34.3,-5.24781341107871
Guam,2015,Overall,African American,All Ages,All Grades,,,
Guam,2015,Overall,All Races,18 to 24 Years,All Grades,21.8,23.6,-7.6271186440677985
Guam,2015,Overall,All Races,25 to 44 Years,All Grades,31.2,36.7,-14.986376021798373
Guam,2015,Overall,All Races,45 to 64 Years,All Grades,30.9,28.6,8.041958041958031
Guam,2015,Overall,All Races,65 Years and Older,All Grades,9.2,10.6,-13.207547169811324
Guam,2015,Overall,All Races,Age 20 and Older,12th Grade,31.8,32.3,-1.5479876160990604
Guam,2015,Overall,All Races,Age 20 and Older,< 12th Grade,46.7,46.7,0.0
Guam,2015,Overall,All Races,Age 20 and Older,> 12th Grade,17.4,20.0,-13.000000000000005
Guam,2015,Overall,All Races,Age 25 and Older,12th Grade,34.3,35.5,-3.380281690140853
Guam,2015,Overall,All Races,Age 25 and Older,< 12th Grade,47.0,45.4,3.5242290748898712
Guam,2015,Overall,All Races,Age 25 and Older,> 12th Grade,16.9,20.3,-16.748768472906413
Guam,2015,Overall,All Races,All Ages,All Grades,27.4,29.2,-6.164383561643838
Guam,2015,Overall,American Indian/Alaska Native,All Ages,All Grades,,,
Guam,2015,Overall,Asian/Pacific Islander,All Ages,All Grades,25.5,29.3,-12.969283276450513
Guam,2015,Overall,Hispanic,All Ages,All Grades,39.0,28.4,37.32394366197184
Guam,2015,Overall,White,All Ages,All Grades,7.4,21.9,-66.21004566210046
Hawaii,2015,Female,All Races,18 to 44 Years,All Grades,13.4,15.7,-14.649681528662414
Hawaii,2015,Female,All Races,All Ages,All Grades,10.8,12.1,-10.743801652892554
Hawaii,2015,Male,All Races,All Ages,All Grades,17.3,16.2,6.790123456790132
Hawaii,2015,Overall,African American,All Ages,All Grades,,21.7,
Hawaii,2015,Overall,All Races,18 to 24 Years,All Grades,15.3,12.8,19.53125
Hawaii,2015,Overall,All Races,25 to 44 Years,All Grades,19.0,18.5,2.7027027027027026
Hawaii,2015,Overall,All Races,45 to 64 Years,All Grades,13.8,15.2,-9.210526315789465
Hawaii,2015,Overall,All Races,65 Years and Older,All Grades,6.1,6.1,0.0
Hawaii,2015,Overall,All Races,Age 20 and Older,12th Grade,20.9,19.3,8.290155440414496
Hawaii,2015,Overall,All Races,Age 20 and Older,< 12th Grade,27.7,26.4,4.9242424242424265
Hawaii,2015,Overall,All Races,Age 20 and Older,> 12th Grade,9.7,10.6,-8.490566037735851
Hawaii,2015,Overall,All Races,Age 25 and Older,12th Grade,20.9,19.8,5.555555555555545
Hawaii,2015,Overall,All Races,Age 25 and Older,< 12th Grade,25.3,25.4,-0.39370078740156644
Hawaii,2015,Overall,All Races,Age 25 and Older,> 12th Grade,9.5,10.5,-9.523809523809524
Hawaii,2015,Overall,All Races,All Ages,All Grades,14.1,14.1,0.0
Hawaii,2015,Overall,American Indian/Alaska Native,All Ages,All Grades,,,
Hawaii,2015,Overall,Asian/Pacific Islander,All Ages,All Grades,11.8,10.4,13.461538461538463
Hawaii,2015,Overall,Hispanic,All Ages,All Grades,17.7,23.0,-23.04347826086957
Hawaii,2015,Overall,White,All Ages,All Grades,13.0,10.1,28.71287128712872
Idaho,2015,Female,All Races,18 to 44 Years,All Grades,13.5,19.5,-30.76923076923077
Idaho,2015,Female,All Races,All Ages,All Grades,13.0,15.5,-16.129032258064516
Idaho,2015,Male,All Races,All Ages,All Grades,14.6,16.4,-10.975609756097555
Idaho,2015,Overall,African American,All Ages,All Grades,,,
Idaho,2015,Overall,All Races,18 to 24 Years,All Grades,11.1,13.8,-19.565217391304355
Idaho,2015,Overall,All Races,25 to 44 Years,All Grades,16.4,21.2,-22.641509433962266
Idaho,2015,Overall,All Races,45 to 64 Years,All Grades,16.0,16.0,0.0
Idaho,2015,Overall,All Races,65 Years and Older,All Grades,7.8,8.0,-2.500000000000002
Idaho,2015,Overall,All Races,Age 20 and Older,12th Grade,20.1,20.3,-0.9852216748768438
Idaho,2015,Overall,All Races,Age 20 and Older,< 12th Grade,29.6,35.8,-17.318435754189935
Idaho,2015,Overall,All Races,Age 20 and Older,> 12th Grade,8.9,11.4,-21.929824561403507
Idaho,2015,Overall,All Races,Age 25 and Older,12th Grade,20.3,20.0,1.5000000000000036
Idaho,2015,Overall,All Races,Age 25 and Older,< 12th Grade,28.8,35.7,-19.32773109243698
Idaho,2015,Overall,All Races,Age 25 and Older,> 12th Grade,9.0,11.2,-19.64285714285714
Idaho,2015,Overall,All Races,All Ages,All Grades,13.8,15.9,-13.207547169811319
Idaho,2015,Overall,American Indian/Alaska Native,All Ages,All Grades,26.7,35.0,-23.71428571428572
Idaho,2015,Overall,Asian/Pacific Islander,All Ages,All Grades,,,
Idaho,2015,Overall,Hispanic,All Ages,All Grades,15.1,9.6,57.29166666666667
Idaho,2015,Overall,White,All Ages,All Grades,13.1,16.1,-18.633540372670815
Illinois,2015,Female,All Races,18 to 44 Years,All Grades,13.6,14.2,-4.225352112676054
Illinois,2015,Female,All Races,All Ages,All Grades,12.8,14.5,-11.724137931034479
Illinois,2015,Male,All Races,All Ages,All Grades,17.6,18.7,-5.8823529411764595
Illinois,2015,Overall,African American,All Ages,All Grades,16.0,24.5,-34.69387755102041
Illinois,2015,Overall,All Races,18 to 24 Years,All Grades,13.4,14.1,-4.964539007092194
Illinois,2015,Overall,All Races,25 to 44 Years,All Grades,17.0,18.9,-10.052910052910047
Illinois,2015,Overall,All Races,45 to 64 Years,All Grades,17.4,18.2,-4.3956043956043995
Illinois,2015,Overall,All Races,65 Years and Older,All Grades,8.8,10.6,-16.981132075471688
Illinois,2015,Overall,All Races,Age 20 and Older,12th Grade,20.9,23.9,-12.552301255230127
Illinois,2015,Overall,All Races,Age 20 and Older,< 12th Grade,24.7,23.4,5.555555555555558
Illinois,2015,Overall,All Races,Age 20 and Older,> 12th Grade,11.6,12.7,-8.661417322834644
Illinois,2015,Overall,All Races,Age 25 and Older,12th Grade,21.2,23.1,-8.225108225108235
Illinois,2015,Overall,All Races,Age 25 and Older,< 12th Grade,22.9,22.8,0.4385964912280608
Illinois,2015,Overall,All Races,Age 25 and Older,> 12th Grade,11.4,12.9,-11.627906976744185
Illinois,2015,Overall,All Races,All Ages,All Grades,15.1,16.5,-8.484848484848486
Illinois,2015,Overall,American Indian/Alaska Native,All Ages,All Grades,,,
Illinois,2015,Overall,Asian/Pacific Islander,All Ages,All Grades,6.8,6.0,13.33333333333333
Illinois,2015,Overall,Hispanic,All Ages,All Grades,10.9,12.9,-15.503875968992247
Illinois,2015,Overall,White,All Ages,All Grades,16.1,16.3,-1.2269938650306704
Indiana,2015,Female,All Races,18 to 44 Years,All Grades,23.4,26.0,-10.000000000000004
Indiana,2015,Female,All Races,All Ages,All Grades,19.3,21.5,-10.23255813953488
Indiana,2015,Male,All Races,All Ages,All Grades,21.9,24.5,-10.612244897959188
Indiana,2015,Overall,African American,All Ages,All Grades,21.6,27.1,-20.29520295202952
Indiana,2015,Overall,All Races,18 to 24 Years,All Grades,24.4,23.7,2.9535864978902926
Indiana,2015,Overall,All Races,25 to 44 Years,All Grades,22.0,28.2,-21.985815602836876
Indiana,2015,Overall,All Races,45 to 64 Years,All Grades,23.1,24.9,-7.228915662650591
Indiana,2015,Overall,All Races,65 Years and Older,All Grades,10.9,9.7,12.37113402061857
Indiana,2015,Overall,All Races,Age 20 and Older,12th Grade,25.5,27.8,-8.27338129496403
Indiana,2015,Overall,All Races,Age 20 and Older,< 12th Grade,36.3,41.4,-12.318840579710148
Indiana,2015,Overall,All Races,Age 20 and Older,> 12th Grade,13.8,15.6,-11.538461538461531
Indiana,2015,Overall,All Races,Age 25 and Older,12th Grade,25.6,27.2,-5.882352941176462
Indiana,2015,Overall,All Races,Age 25 and Older,< 12th Grade,33.6,40.0,-15.999999999999996
Indiana,2015,Overall,All Races,Age 25 and Older,> 12th Grade,13.4,15.5,-13.548387096774192
Indiana,2015,Overall,All Races,All Ages,All Grades,20.6,22.9,-10.04366812227073
Indiana,2015,Overall,American Indian/Alaska Native,All Ages,All Grades,,31.7,
Indiana,2015,Overall,Asian/Pacific Islander,All Ages,All Grades,8.9,12.8,-30.468750000000004
Indiana,2015,Overall,Hispanic,All Ages,All Grades,11.3,14.1,-19.858156028368786
Indiana,2015,Overall,White,All Ages,All Grades,20.9,23.1,-9.523809523809536
Iowa,2015,Female,All Races,18 to 44 Years,All Grades,20.7,20.9,-0.9569377990430589
Iowa,2015,Female,All Races,All Ages,All Grades,16.7,17.2,-2.906976744186047
Iowa,2015,Male,All Races,All Ages,All Grades,19.5,19.9,-2.0100502512562746
Iowa,2015,Overall,African American,All Ages,All Grades,24.9,25.3,-1.5810276679841981
Iowa,2015,Overall,All Races,18 to 24 Years,All Grades,18.6,17.8,4.494382022471914
Iowa,2015,Overall,All Races,25 to 44 Years,All Grades,23.7,23.9,-0.8368200836820054
Iowa,2015,Overall,All Races,45 to 64 Years,All Grades,17.9,19.6,-8.673469387755116
Iowa,2015,Overall,All Races,65 Years and Older,All Grades,9.7,9.1,6.5934065934065895
Iowa,2015,Overall,All Races,Age 20 and Older,12th Grade,22.1,22.6,-2.2123893805309733
Iowa,2015,Overall,All Races,Age 20 and Older,< 12th Grade,32.2,30.7,4.885993485342031
Iowa,2015,Overall,All Races,Age 20 and Older,> 12th Grade,13.8,14.8,-6.756756756756756
Iowa,2015,Overall,All Races,Age 25 and Older,12th Grade,22.4,22.6,-0.8849557522124019
Iowa,2015,Overall,All Races,Age 25 and Older,< 12th Grade,28.3,31.9,-11.285266457680244
Iowa,2015,Overall,All Races,Age 25 and Older,> 12th Grade,14.3,14.5,-1.3793103448275814
Iowa,2015,Overall,All Races,All Ages,All Grades,18.1,18.5,-2.1621621621621543
Iowa,2015,Overall,American Indian/Alaska Native,All Ages,All Grades,,,
Iowa,2015,Overall,Asian/Pacific Islander,All Ages,All Grades,,17.9,
Iowa,2015,Overall,Hispanic,All Ages,All Grades,15.5,17.6,-11.931818181818189
Iowa,2015,Overall,White,All Ages,All Grades,17.8,18.1,-1.6574585635359154
Kansas,2015,Female,All Races,18 to 44 Years,All Grades,17.6,19.2,-8.333333333333321
Kansas,2015,Female,All Races,All Ages,All Grades,16.1,16.7,-3.5928143712574725
Kansas,2015,Male,All Races,All Ages,All Grades,19.3,19.5,-1.025641025641022
Kansas,2015,Overall,African American,All Ages,All Grades,25.1,25.5,-1.5686274509803866
Kansas,2015,Overall,All Races,18 to 24 Years,All Grades,15.4,18.0,-14.444444444444441
Kansas,2015,Overall,All Races,25 to 44 Years,All Grades,22.1,21.9,0.9132420091324331
Kansas,2015,Overall,All Races,45 to 64 Years,All Grades,19.7,19.1,3.1413612565444913
Kansas,2015,Overall,All Races,65 Years and Older,All Grades,8.7,9.9,-12.121212121212132
Kansas,2015,Overall,All Races,Age 20 and Older,12th Grade,24.4,24.9,-2.0080321285140563
Kansas,2015,Overall,All Races,Age 20 and Older,< 12th Grade,29.9,31.8,-5.974842767295605
Kansas,2015,Overall,All Races,Age 20 and Older,> 12th Grade,13.7,13.4,2.2388059701492455
Kansas,2015,Overall,All Races,Age 25 and Older,12th Grade,24.0,24.0,0.0
Kansas,2015,Overall,All Races,Age 25 and Older,< 12th Grade,29.9,30.4,-1.6447368421052633
Kansas,2015,Overall,All Races,Age 25 and Older,> 12th Grade,13.7,13.6,0.7352941176470562
Kansas,2015,Overall,All Races,All Ages,All Grades,17.7,18.1,-2.209944751381227
Kansas,2015,Overall,American Indian/Alaska Native,All Ages,All Grades,27.7,35.1,-21.08262108262109
Kansas,2015,Overall,Asian/Pacific Islander,All Ages,All Grades,9.3,10.6,-12.264150943396215
Kansas,2015,Overall,Hispanic,All Ages,All Grades,16.0,14.2,12.676056338028173
Kansas,2015,Overall,White,All Ages,All Grades,17.3,17.5,-1.1428571428571388
Kentucky,2015,Female,All Races,18 to 44 Years,All Grades,30.3,28.6,5.9440559440559415
Kentucky,2015,Female,All Races,All Ages,All Grades,25.5,25.2,1.1904761904761934
Kentucky,2015,Male,All Races,All Ages,All Grades,26.4,27.2,-2.941176470588238
Kentucky,2015,Overall,African American,All Ages,All Grades,22.4,29.7,-24.579124579124585
Kentucky,2015,Overall,All Races,18 to 24 Years,All Grades,25.1,24.4,2.8688524590164053
Kentucky,2015,Overall,All Races,25 to 44 Years,All Grades,32.3,33.7,-4.154302670623162
Kentucky,2015,Overall,All Races,45 to 64 Years,All Grades,28.0,27.4,2.1897810218978155
Kentucky,2015,Overall,All Races,65 Years and Older,All Grades,12.3,12.4,-0.8064516129032229
Kentucky,2015,Overall,All Races,Age 20 and Older,12th Grade,30.0,29.0,3.4482758620689653
Kentucky,2015,Overall,All Races,Age 20 and Older,< 12th Grade,45.8,42.5,7.764705882352935
Kentucky,2015,Overall,All Races,Age 20 and Older,> 12th Grade,17.6,19.4,-9.278350515463904
Kentucky,2015,Overall,All Races,Age 25 and Older,12th Grade,28.6,29.1,-1.7182130584192439
Kentucky,2015,Overall,All Races,Age 25 and Older,< 12th Grade,46.7,43.0,8.604651162790704
Kentucky,2015,Overall,All Races,Age 25 and Older,> 12th Grade,17.7,18.7,-5.347593582887701
Kentucky,2015,Overall,All Races,All Ages,All Grades,25.9,26.2,-1.145038167938934
Kentucky,2015,Overall,American Indian/Alaska Native,All Ages,All Grades,35.4,44.1,-19.72789115646259
Kentucky,2015,Overall,Asian/Pacific Islander,All Ages,All Grades,19.8,,
Kentucky,2015,Overall,Hispanic,All Ages,All Grades,26.6,26.5,0.3773584905660431
Kentucky,2015,Overall,White,All Ages,All Grades,25.8,25.5,1.1764705882352968
Louisiana,2015,Female,All Races,18 to 44 Years,All Grades,19.4,23.0,-15.652173913043484
Louisiana,2015,Female,All Races,All Ages,All Grades,19.3,20.7,-6.763285024154583
Louisiana,2015,Male,All Races,All Ages,All Grades,24.7,27.6,-10.507246376811603
Louisiana,2015,Overall,African American,All Ages,All Grades,21.2,24.6,-13.821138211382122
Louisiana,2015,Overall,All Races,18 to 24 Years,All Grades,16.2,17.5,-7.4285714285714315
Louisiana,2015,Overall,All Races,25 to 44 Years,All Grades,26.1,31.2,-16.34615384615384
Louisiana,2015,Overall,All Races,45 to 64 Years,All Grades,25.5,25.9,-1.544401544401539
Louisiana,2015,Overall,All Races,65 Years and Older,All Grades,11.4,11.6,-1.7241379310344767
Louisiana,2015,Overall,All Races,Age 20 and Older,12th Grade,24.9,25.6,-2.734375000000011
Louisiana,2015,Overall,All Races,Age 20 and Older,< 12th Grade,37.9,43.9,-13.66742596810934
Louisiana,2015,Overall,All Races,Age 20 and Older,> 12th Grade,15.5,17.0,-8.823529411764707
Louisiana,2015,Overall,All Races,Age 25 and Older,12th Grade,25.1,26.2,-4.19847328244274
Louisiana,2015,Overall,All Races,Age 25 and Older,< 12th Grade,39.7,44.1,-9.977324263038545
Louisiana,2015,Overall,All Races,Age 25 and Older,> 12th Grade,15.2,17.4,-12.643678160919539
Louisiana,2015,Overall,All Races,All Ages,All Grades,21.9,24.0,-8.750000000000005
Louisiana,2015,Overall,American Indian/Alaska Native,All Ages,All Grades,,31.6,
Louisiana,2015,Overall,Asian/Pacific Islander,All Ages,All Grades,,,
Louisiana,2015,Overall,Hispanic,All Ages,All Grades,23.6,19.8,19.191919191919194
Louisiana,2015,Overall,White,All Ages,All Grades,22.3,23.8,-6.302521008403361
Maine,2015,Female,All Races,18 to 44 Years,All Grades,24.5,24.2,1.2396694214876063
Maine,2015,Female,All Races,All Ages,All Grades,18.1,17.8,1.6853932584269702
Maine,2015,Male,All Races,All Ages,All Grades,21.0,21.0,0.0
Maine,2015,Overall,African American,All Ages,All Grades,,,
Maine,2015,Overall,All Races,18 to 24 Years,All Grades,20.6,23.0,-10.434782608695645
Maine,2015,Overall,All Races,25 to 44 Years,All Grades,28.3,28.7,-1.3937282229965107
Maine,2015,Overall,All Races,45 to 64 Years,All Grades,19.6,19.4,1.0309278350515612
Maine,2015,Overall,All Races,65 Years and Older,All Grades,8.1,6.1,32.786885245901644
Maine,2015,Overall,All Races,Age 20 and Older,12th Grade,27.5,25.5,7.8431372549019605
Maine,2015,Overall,All Races,Age 20 and Older,< 12th Grade,39.7,43.1,-7.888631090487236
Maine,2015,Overall,All Races,Age 20 and Older,> 12th Grade,12.0,12.3,-2.439024390243908
Maine,2015,Overall,All Races,Age 25 and Older,12th Grade,27.0,24.6,9.756097560975604
Maine,2015,Overall,All Races,Age 25 and Older,< 12th Grade,40.4,40.6,-0.49261083743843065
Maine,2015,Overall,All Races,Age 25 and Older,> 12th Grade,12.1,12.1,0.0
Maine,2015,Overall,All Races,All Ages,All Grades,19.5,19.3,1.0362694300518098
Maine,2015,Overall,American Indian/Alaska Native,All Ages,All Grades,42.2,42.1,0.2375296912114048
Maine,2015,Overall,Asian/Pacific Islander,All Ages,All Grades,,,
Maine,2015,Overall,Hispanic,All Ages,All Grades,25.8,33.2,-22.289156626506028
Maine,2015,Overall,White,All Ages,All Grades,18.9,18.5,2.1621621621621543
Maryland,2015,Female,All Races,18 to 44 Years,All Grades,15.0,12.2,22.950819672131153
Maryland,2015,Female,All Races,All Ages,All Grades,13.4,12.6,6.349206349206355
Maryland,2015,Male,All Races,All Ages,All Grades,16.9,16.8,0.5952380952380826
Maryland,2015,Overall,African American,All Ages,All Grades,15.3,16.8,-8.928571428571429
Maryland,2015,Overall,All Races,18 to 24 Years,All Grades,13.0,10.7,21.495327102803746
Maryland,2015,Overall,All Races,25 to 44 Years,All Grades,17.2,16.5,4.242424242424238
Maryland,2015,Overall,All Races,45 to 64 Years,All Grades,17.7,17.2,2.906976744186047
Maryland,2015,Overall,All Races,65 Years and Older,All Grades,7.6,8.7,-12.643678160919539
Maryland,2015,Overall,All Races,Age 20 and Older,12th Grade,22.0,21.3,3.286384976525818
Maryland,2015,Overall,All Races,Age 20 and Older,< 12th Grade,30.7,28.4,8.098591549295778
Maryland,2015,Overall,All Races,Age 20 and Older,> 12th Grade,10.4,9.7,7.216494845360837
Maryland,2015,Overall,All Races,Age 25 and Older,12th Grade,22.3,22.5,-0.8888888888888857
Maryland,2015,Overall,All Races,Age 25 and Older,< 12th Grade,28.0,28.6,-2.097902097902103
Maryland,2015,Overall,All Races,Age 25 and Older,> 12th Grade,10.4,9.6,8.333333333333341
Maryland,2015,Overall,All Races,All Ages,All Grades,15.1,14.6,3.4246575342465753
Maryland,2015,Overall,American Indian/Alaska Native,All Ages,All Grades,14.6,24.2,-39.66942148760331
Maryland,2015,Overall,Asian/Pacific Islander,All Ages,All Grades,5.4,6.5,-16.92307692307692
Maryland,2015,Overall,Hispanic,All Ages,All Grades,10.2,8.2,24.390243902439025
Maryland,2015,Overall,White,All Ages,All Grades,16.9,15.5,9.03225806451612
Massachusetts,2015,Female,All Races,18 to 44 Years,All Grades,12.4,13.3,-6.766917293233084
Massachusetts,2015,Female,All Races,All Ages,All Grades,11.9,12.9,-7.751937984496124
Massachusetts,2015,Male,All Races,All Ages,All Grades,16.4,16.7,-1.796407185628747
Massachusetts,2015,Overall,African American,All Ages,All Grades,15.7,16.6,-5.421686746987964
Massachusetts,2015,Overall,All Races,18 to 24 Years,All Grades,12.3,11.5,6.956521739130441
Massachusetts,2015,Overall,All Races,25 to 44 Years,All Grades,16.7,17.9,-6.703910614525136
Massachusetts,2015,Overall,All Races,45 to 64 Years,All Grades,15.2,16.8,-9.523809523809533
Massachusetts,2015,Overall,All Races,65 Years and Older,All Grades,8.7,7.7,12.987012987012976
Massachusetts,2015,Overall,All Races,Age 20 and Older,12th Grade,20.9,21.9,-4.566210045662101
Massachusetts,2015,Overall,All Races,Age 20 and Older,< 12th Grade,24.2,30.6,-20.91503267973857
Massachusetts,2015,Overall,All Races,Age 20 and Older,> 12th Grade,10.2,10.3,-0.9708737864077808
Massachusetts,2015,Overall,All Races,Age 25 and Older,12th Grade,20.7,21.3,-2.8169014084507107
Massachusetts,2015,Overall,All Races,Age 25 and Older,< 12th Grade,25.6,28.7,-10.801393728222989
Massachusetts,2015,Overall,All Races,Age 25 and Older,> 12th Grade,10.0,10.5,-4.761904761904762
Massachusetts,2015,Overall,All Races,All Ages,All Grades,14.0,14.7,-4.761904761904757
Massachusetts,2015,Overall,American Indian/Alaska Native,All Ages,All Grades,,26.6,
Massachusetts,2015,Overall,Asian/Pacific Islander,All Ages,All Grades,5.5,5.9,-6.7796610169491585
Massachusetts,2015,Overall,Hispanic,All Ages,All Grades,11.6,17.1,-32.16374269005849
Massachusetts,2015,Overall,White,All Ages,All Grades,14.6,14.4,1.388888888888884
Michigan,2015,Female,All Races,18 to 44 Years,All Grades,23.1,23.6,-2.11864406779661
Michigan,2015,Female,All Races,All Ages,All Grades,19.1,18.9,1.0582010582010732
Michigan,2015,Male,All Races,All Ages,All Grades,22.4,23.7,-5.485232067510551
Michigan,2015,Overall,African American,All Ages,All Grades,26.0,22.3,16.59192825112107
Michigan,2015,Overall,All Races,18 to 24 Years,All Grades,15.6,21.5,-27.441860465116278
Michigan,2015,Overall,All Races,25 to 44 Years,All Grades,27.6,28.4,-2.8169014084506943
Michigan,2015,Overall,All Races,45 to 64 Years,All Grades,22.7,21.8,4.1284403669724705
Michigan,2015,Overall,All Races,65 Years and Older,All Grades,10.3,8.9,15.730337078651688
Michigan,2015,Overall,All Races,Age 20 and Older,12th Grade,27.1,27.8,-2.5179856115107886
Michigan,2015,Overall,All Races,Age 20 and Older,< 12th Grade,44.6,45.0,-0.8888888888888857
Michigan,2015,Overall,All Races,Age 20 and Older,> 12th Grade,14.6,14.3,2.0979020979020904
Michigan,2015,Overall,All Races,Age 25 and Older,12th Grade,27.1,26.9,0.7434944237918322
Michigan,2015,Overall,All Races,Age 25 and Older,< 12th Grade,44.1,43.5,1.3793103448275894
Michigan,2015,Overall,All Races,Age 25 and Older,> 12th Grade,15.0,14.2,5.633802816901413
Michigan,2015,Overall,All Races,All Ages,All Grades,20.7,21.2,-2.358490566037736
Michigan,2015,Overall,American Indian/Alaska Native,All Ages,All Grades,43.8,61.5,-28.780487804878053
Michigan,2015,Overall,Asian/Pacific Islander,All Ages,All Grades,9.6,7.1,35.21126760563381
Michigan,2015,Overall,Hispanic,All Ages,All Grades,19.3,32.4,-40.432098765432094
Michigan,2015,Overall,White,All Ages,All Grades,19.8,20.1,-1.4925373134328392
Minnesota,2015,Female,All Races,18 to 44 Years,All Grades,17.2,17.0,1.17647058823529
Minnesota,2015,Female,All Races,All Ages,All Grades,14.8,14.8,0.0
Minnesota,2015,Male,All Races,All Ages,All Grades,17.6,17.9,-1.6759776536312692
Minnesota,2015,Overall,African American,All Ages,All Grades,21.0,22.3,-5.829596412556056
Minnesota,2015,Overall,All Races,18 to 24 Years,All Grades,17.3,16.0,8.125000000000004
Minnesota,2015,Overall,All Races,25 to 44 Years,All Grades,19.9,20.6,-3.398058252427198
Minnesota,2015,Overall,All Races,45 to 64 Years,All Grades,17.2,16.7,2.9940119760479043
Minnesota,2015,Overall,All Races,65 Years and Older,All Grades,7.4,8.1,-8.641975308641968
Minnesota,2015,Overall,All Races,Age 20 and Older,12th Grade,22.8,24.5,-6.93877551020408
Minnesota,2015,Overall,All Races,Age 20 and Older,< 12th Grade,36.8,28.9,27.3356401384083
Minnesota,2015,Overall,All Races,Age 20 and Older,> 12th Grade,11.6,12.0,-3.333333333333336
Minnesota,2015,Overall,All Races,Age 25 and Older,12th Grade,22.2,23.4,-5.128205128205125
